range / 1;coarse / 1;gain / 1;tune;freq / Hz;Urms(P32) / V;Urms(P40) / V;Urms(P53) / V;Urms(P58) / V;Uavg(P32) / V;Uavg(P40) / V;Uavg(P53) / V;Uavg(P58) / V
1;15;1122;611;1043.4269;0.4289834;0.7516528;0.06599382;0.01952616;-0.1349164;0.1652844;0.008411255;0.004464874
1;15;1122;1122;1043.8356;0.775984;0.7515175;0.04813929;0.01837914;-0.2164551;0.1657519;0.009180603;0.0003511047
1;15;1122;1633;1041.2412;1.016619;0.684029;0.04861975;0.02036457;-0.1369897;0.06568603;0.009214172;0.004498291
1;15;1122;2144;1038.6404;1.335192;0.6852873;0.04729471;0.01721398;0.1103015;-0.07665527;0.009281006;0.003511658
1;15;1122;2655;1036.0321;1.807595;0.7493033;0.04830921;0.0186142;0.3704346;-0.1690967;0.009197388;0.003394623
1;15;1122;3166;1033.4183;2.124304;0.7332377;0.04813929;0.0179091;0.4078931;-0.1545154;0.009113769;0.005200653
1;15;1122;3677;1030.7984;2.256445;0.6628932;0.04832305;0.01784362;0.1102344;-0.04301025;0.009264221;0.005066833
1;15;1633;100;868.70345;0.06550857;9.9E+037;0.04678636;0.01829707;0.0003210449;9.9E+037;0.008996582;-0.0112709
1;15;1633;611;861.56359;0.410263;1.064519;0.06575266;0.01892601;-0.06106995;0.04956543;0.008060303;-0.01145492
1;15;1633;1122;864.42556;0.7452036;1.064363;0.04814624;0.01733981;-0.07712402;0.05023437;0.009147033;-0.01055191
1;15;1633;1633;862.278;1.062245;1.041432;0.04781863;0.01713609;-0.07063537;0.03050171;0.009013367;-0.01051834
1;15;1633;2144;860.12565;1.377456;1.025398;0.04713888;0.01674119;-0.04106995;0.003879394;0.009197388;-0.01023407
1;15;1633;2655;857.96678;1.7234;1.031589;0.04782563;0.02101123;0.000736084;-0.02093628;0.009180603;-0.01038467
1;15;1633;3166;855.80672;2.082726;1.040039;0.04658936;0.0160163;0.03070251;-0.03023437;0.009214172;-0.01008362
1;15;1633;3677;853.63829;2.412936;1.029086;0.0476224;0.01657051;0.03277588;-0.02521729;0.009163818;-0.01021744
1;15;2144;100;688.54242;0.0699829;9.9E+037;0.02667154;0.04265832;0.009839478;9.9E+037;0.009163818;-0.02938125
1;15;2144;611;686.86127;0.3770968;1.32;0.01418936;0.04031232;0.05458191;-0.3373242;0.009916382;-0.02984955
1;15;2144;1122;685.16028;0.6466378;1.239294;0.01423642;0.03959662;0.1732446;-0.3985278;0.009933166;-0.02862869
1;15;2144;1633;683.45761;0.9975005;1.294715;0.04831612;0.0419667;0.2385278;-0.3524414;0.009197388;-0.02903015
1;15;2144;2144;681.75191;1.448629;1.416027;0.04872625;0.03867798;0.1769226;-0.2033447;0.008929748;-0.02854507
1;15;2144;2655;680.0419;1.878959;1.468801;0.04780115;0.04008352;-0.03832763;0.004348144;0.009230652;-0.0282608
1;15;2144;3166;678.32538;2.154968;1.401824;0.04832305;0.03796231;-0.3622076;0.217793;0.009096985;-0.02822739
1;15;2144;3677;676.60396;2.284733;1.26995;0.04791645;0.03740763;-0.690769;0.3710364;0.009247436;-0.02342804
1;15;2655;100;508.24823;0.06946831;9.9E+037;0.01424816;0.06273317;0.02618054;9.9E+037;0.009581909;-0.05836121
1;15;2655;611;506.98843;0.3615796;1.655551;0.01422467;0.05968983;0.1865552;-0.9902344;0.009849548;-0.05821075
1;15;2655;1122;505.73532;0.6414281;1.570059;0.01441153;0.06031134;0.4595984;-1.167893;0.01;-0.05665558
1;15;2655;1633;504.47804;0.947697;1.55896;0.01420114;0.06185267;0.6982605;-1.175652;0.009866333;-0.05747497
1;15;2655;2144;503.22046;1.322209;1.628292;0.01423642;0.05761421;0.7963208;-1.003679;0.009933166;-0.05566894
1;15;2655;2655;501.95978;1.758724;1.723257;0.0146189;0.05865835;0.6666223;-0.6790637;0.009916382;-0.05192306
1;15;2655;3166;500.69335;2.19853;1.779576;0.04782913;0.05606375;0.2672241;-0.2510364;0.009030151;-0.05237457
1;15;2655;3677;499.42545;2.56591;1.765634;0.04710339;0.05458264;-0.3602008;0.217926;0.008862915;-0.05391312
1;15;3166;100;9.5301281;0.1369129;1.221664;0.01416576;0.07117739;0.1172571;-0.8107019;0.00996643;-0.07023407
1;15;3166;611;327.17949;0.3770684;2.112041;0.01417756;0.07308995;0.2997998;-1.756121;0.00996643;-0.06988297
1;15;3166;1122;326.36394;0.7459069;2.206907;0.01442313;0.07511196;0.6785949;-2.022609;0.009631958;-0.0698996
1;15;3166;1633;325.55383;1.142701;2.259264;0.0143184;0.07072959;1.096455;-2.168227;0.009916382;-0.06978256
1;15;3166;2144;324.74141;1.525792;2.261173;0.01425989;0.07068939;1.472843;-2.179398;0.009899597;-0.06978256
1;15;3166;2655;323.926;1.859626;2.200886;0.01438831;0.07053309;1.734314;-2.050703;0.009933166;-0.06981598
1;15;3166;3166;323.10739;2.125072;2.089071;0.01418936;0.07037881;1.81679;-1.785886;0.009916382;-0.06946487
1;15;3166;3677;322.2891;2.318075;1.947884;0.01420114;0.07051411;1.672843;-1.411036;0.009916382;-0.06954849
1;15;3677;100;147.70211;0.07187206;9.9E+037;0.01436504;0.09145973;0.06196656;9.9E+037;0.009899597;-0.09183945
1;15;3677;611;147.34318;0.3837014;2.545348;0.01421291;0.09126022;0.3616723;-2.453712;0.01;-0.09100342
1;15;3677;1122;146.96354;0.7947755;2.711941;0.01427161;0.09113737;0.7735119;-2.647826;0.009665527;-0.0900502
1;15;3677;1633;146.59998;1.250092;2.858644;0.01422467;0.09053169;1.228695;-2.811572;0.00929779;-0.09
1;15;3677;2144;146.23345;1.721667;2.975665;0.01417756;0.09051876;1.705619;-2.947625;0.00996643;-0.08966552
1;15;3677;2655;145.86753;2.220106;3.056881;0.01416576;0.09041893;2.209766;-3.043545;0.009949951;-0.08983276
1;15;3677;3166;145.49885;2.717498;3.105869;0.01423642;0.09032087;2.711639;-3.098328;0.009949951;-0.08936463
1;15;3677;3677;145.13055;3.203035;3.115132;0.01416576;0.09030235;3.199264;-3.111572;0.009799195;-0.08951508
2;0;100;100;1885.6617;0.06779904;0.06749805;0.2640025;0.4692586;0.0006956788;0.01321069;-0.009448242;-0.466622
2;0;100;611;1872.0424;0.415956;0.08817738;0.2509547;0.4656857;-0.04260864;0.0292981;-0.007441406;-0.4645987
2;0;100;1122;1876.3975;0.7396356;0.0884803;0.2495159;0.4651065;-0.04963196;0.02969849;-0.004933166;-0.4644649
2;0;100;1633;1871.7311;1.072075;0.08823805;0.2969184;0.4645852;-0.04936462;0.02902954;-0.02103668;-0.4629097
2;0;100;2144;1867.0632;1.407031;0.08817738;0.2678416;0.4660766;-0.03264221;0.02943115;-0.0130603;-0.4638795
2;0;100;2655;1862.3708;1.744172;0.08854076;0.2514287;0.4631523;-0.02695679;0.02983276;-0.008377991;-0.461689
2;0;100;3166;1857.6671;2.081319;0.08835925;0.2593231;0.4560137;-0.0503009;0.03030151;-0.004949951;-0.4538461
2;0;100;3677;1852.958;2.417175;0.08811668;0.2713554;0.4542777;-0.05090271;0.02956543;-0.01563537;-0.4523746
2;0;611;100;1870.9008;0.06820234;0.3962025;0.2881877;0.466379;0.0008361206;0.01309033;-0.02449829;-0.464097
2;0;611;611;1858.3;0.4156986;0.4041656;0.2681105;0.4675872;-0.03852844;0.000736084;-0.01230774;-0.4653177
2;0;611;1122;1861.6878;0.7392737;0.401762;0.245361;0.4664955;-0.04341125;0.000534668;-0.005368042;-0.4643478
2;0;611;1633;1857.0597;1.073696;0.4006283;0.2581041;0.4645784;-0.05364563;0.005351563;-0.01;-0.4623077
2;0;611;2144;1852.4217;1.409797;0.4026933;0.2765446;0.4619165;-0.05076904;0.003143311;-0.01382935;-0.4603345
2;0;611;2655;1847.7674;1.742901;0.3977865;0.2645998;0.4575059;-0.03264221;0.00046875;-0.0112207;-0.4556856
2;0;611;3166;1843.1071;2.080147;0.3966751;0.2616548;0.454813;-0.03351196;-0.0006689453;-0.01140472;-0.4508362
2;0;611;3677;1838.4289;2.417874;0.3937437;0.2638251;0.4493462;-0.03525085;0.001672363;-0.009949951;-0.4481438
2;0;1122;100;1856.1176;0.0679945;9.9E+037;0.2636266;0.4655396;0.0001471558;9.9E+037;-0.01245819;-0.4630601
2;0;1122;611;1850.5484;0.4166758;0.7312754;0.2741579;0.4648976;-0.04361206;0.006020508;-0.01376251;-0.4628763
2;0;1122;1122;1846.9714;0.7408573;0.728765;0.2699238;0.4648228;-0.04468201;-0.004615478;-0.01118744;-0.4627424
2;0;1122;1633;1842.3803;1.072098;0.7258882;0.2599942;0.4607312;-0.04207336;-0.00180542;-0.01160522;-0.4599164
2;0;1122;2144;1837.7866;1.408754;0.7228224;0.2562294;0.458452;-0.04147156;-0.003344727;-0.01103668;-0.4554515
2;0;1122;2655;1833.1723;1.741351;0.7199257;0.2641728;0.4508813;-0.03257507;-0.004815674;-0.01117065;-0.4501504
2;0;1122;3166;1828.5544;2.083784;0.7189215;0.2657796;0.4476583;-0.04260864;0.001203613;-0.008110351;-0.4463211
2;0;1122;3677;1823.9202;2.414183;0.714464;0.2687055;0.4430881;-0.05464905;0.00541748;-0.01458191;-0.4430769
2;0;1633;100;1841.3535;0.06784914;9.9E+037;0.2595126;0.4653092;0.0006889649;9.9E+037;-0.008260803;-0.4633946
2;0;1633;611;1815.8082;0.4175418;1.064127;0.2596125;0.4634046;-0.04207336;-0.0004016113;-0.01028442;-0.4620067
2;0;1633;1122;1832.2693;0.7391977;1.058781;0.2671377;0.4602402;-0.04535095;-0.00006713867;-0.01185608;-0.4579097
2;0;1633;1633;1827.7178;1.074304;1.055392;0.2630481;0.4553737;-0.04976562;0.008896484;-0.01381256;-0.455
2;0;1633;2144;1823.1537;1.407291;1.050818;0.2640563;0.4505942;-0.0541803;0.01371216;-0.01187286;-0.4491638
2;0;1633;2655;1818.5763;1.742267;1.046829;0.2677292;0.4476894;-0.03143799;0.0001342773;-0.01382935;-0.4457358
2;0;1633;3166;1813.9893;2.080984;1.043236;0.2660073;0.4455176;-0.0178595;-0.004682617;-0.0131604;-0.4436623
2;0;1633;3677;1809.3903;2.4123;1.036116;0.2548473;0.441031;-0.03745849;0.005819092;-0.009030151;-0.4397826
2;0;2144;100;1826.6066;0.06797914;9.9E+037;0.2570146;0.4615453;-0.0002006836;9.9E+037;-0.008929748;-0.4600502
2;0;2144;611;1817.0883;0.4178492;1.392273;0.2633175;0.4569797;-0.04341125;0.01371216;-0.01484955;-0.4554683
2;0;2144;1122;1817.5948;0.7398888;1.383762;0.2644677;0.4532477;-0.04260864;-0.00274292;-0.01406342;-0.4502508
2;0;2144;1633;1813.0825;1.071049;1.376195;0.2511046;0.4485823;-0.03698974;-0.002006836;-0.0088797;-0.4472241
2;0;2144;2144;1808.5617;1.407088;1.370489;0.2530093;0.4476038;-0.04876282;0.01244141;-0.01381256;-0.4451338
2;0;2144;2655;1804.0266;1.743567;1.363576;0.2642127;0.4439794;-0.04548523;0.01090332;-0.01227417;-0.4404347
2;0;2144;3166;1799.4762;2.078149;1.358681;0.2678266;0.4400182;-0.0380603;0.004815674;-0.01578583;-0.4389631
2;0;2144;3677;1794.9147;2.412749;1.352561;0.2624594;0.436967;-0.03852844;0.009163818;-0.01060211;-0.4346989
2;0;2655;100;1811.8571;0.06816585;9.9E+037;0.2575164;0.4566209;0.001270874;9.9E+037;-0.009949951;-0.4554347
2;0;2655;611;1802.3926;0.4165024;1.715285;0.2601157;0.4532336;-0.04501648;0.004213867;-0.01073578;-0.4505017
2;0;2655;1122;1802.9273;0.7411137;1.709123;0.2652442;0.4497948;-0.04963196;0.00180542;-0.01369568;-0.4478429
2;0;2655;1633;1798.4507;1.071606;1.698375;0.263454;0.4467804;-0.0456189;0.001137695;-0.01396332;-0.4442474
2;0;2655;2144;1793.9625;1.406445;1.690395;0.2659161;0.4444974;-0.04515076;0.005618896;-0.01244141;-0.4430267
2;0;2655;2655;1789.458;1.746365;1.687261;0.2608707;0.441518;-0.03665527;-0.002408447;-0.0137793;-0.4386455
2;0;2655;3166;1784.9446;2.075555;1.677708;0.2562483;0.4379666;-0.02127075;-0.01471558;-0.01103668;-0.4344649
2;0;2655;3677;1780.4217;2.417343;1.672004;0.254544;0.4369708;-0.03036804;-0.003746338;-0.01324402;-0.4344983
2;0;3166;100;1797.0942;0.06833755;9.9E+037;0.2602777;0.4519072;0.0006488037;9.9E+037;-0.01290985;-0.4509364
2;0;3166;611;1790.6602;0.4168941;2.051299;0.2586484;0.447751;-0.04401367;0.002875976;-0.01329437;-0.4465552
2;0;3166;1122;1788.2347;0.7394004;2.043922;0.2516813;0.446054;-0.04327759;-0.00862915;-0.01123749;-0.4434782
2;0;3166;1633;1783.7923;1.066127;2.026547;0.2561981;0.442655;-0.0363208;-0.01311035;-0.008829346;-0.441689
2;0;3166;2144;1779.3447;1.407259;2.023796;0.2558486;0.4408289;-0.04521728;0.006287842;-0.009849548;-0.4372241
2;0;3166;2655;1774.8816;1.744029;2.013797;0.2536503;0.4372217;-0.05812683;0.02267578;-0.009180603;-0.4346989
2;0;3166;3166;1770.4066;2.077078;2.002087;0.265214;0.4369386;-0.03939819;0.003679199;-0.01237457;-0.4340468
2;0;3166;3677;1765.9214;2.41858;1.994823;0.2606404;0.4365052;-0.01665527;-0.01605347;-0.0131604;-0.4342642
2;0;3677;100;1782.357;0.06880733;9.9E+037;0.2723931;0.4480549;0.001431458;9.9E+037;-0.01311035;-0.4460534
2;0;3677;611;1776.9641;0.4192045;2.383236;0.2498039;0.4454977;-0.04434753;0.01404663;-0.008779297;-0.4439297
2;0;3677;1122;1773.5642;0.7395271;2.373133;0.2640304;0.4434748;-0.05464905;0.02220703;-0.008829346;-0.4408194
2;0;3677;1633;1769.1558;1.071217;2.358362;0.2553704;0.4395128;-0.04187317;-0.004415283;-0.01222412;-0.4360368
2;0;3677;2144;1764.7463;1.409463;2.34892;0.259169;0.437737;-0.0318396;-0.008227539;-0.01060211;-0.434883
2;0;3677;2655;1760.3243;1.740783;2.335101;0.2535573;0.4371208;-0.03872925;0.003679199;-0.01025085;-0.434214
2;0;3677;3166;1755.8875;2.078684;2.325455;0.2564812;0.4364274;-0.03799316;0.003544922;-0.01137115;-0.4339297
2;0;3677;3677;1751.4363;2.416591;2.315539;0.2606969;0.4339829;-0.0318396;-0.003544922;-0.01182282;-0.4312541
2;1;100;100;1767.4585;0.06790156;0.06728923;0.2688654;0.4328138;0.001364563;0.01274243;-0.01163879;-0.4313377
2;1;100;611;1759.1242;0.4167272;0.08814704;0.2535975;0.4279096;-0.04187317;0.02896362;-0.01001678;-0.426572
2;1;100;1122;1758.7543;0.7374293;0.08799513;0.2552269;0.424945;-0.04789307;0.02949829;-0.009096985;-0.4209698
2;1;100;1633;1754.3842;1.071339;0.08799513;0.2546951;0.4180529;-0.04615356;0.02882935;-0.01048492;-0.415719
2;1;100;2144;1750.0064;1.408908;0.08814704;0.2607963;0.415489;-0.0402008;0.02936401;-0.009431457;-0.4140301
2;1;100;2655;1745.616;1.739804;0.08820772;0.2560747;0.4135599;-0.05143799;0.02949829;-0.009749145;-0.4122407
2;1;100;3166;1741.2148;2.081911;0.08790387;0.2596351;0.4128265;-0.04327759;0.02956543;-0.01312714;-0.4105183
2;1;100;3677;1736.7984;2.414068;0.08723167;0.2563136;0.4089758;-0.01351196;0.02822754;-0.01177246;-0.4077257
2;1;611;100;1752.7053;0.06768291;0.3958044;0.2485934;0.4283499;0.0006488037;0.01204016;-0.01508362;-0.4261539
2;1;611;611;1736.3923;0.4154797;0.4045692;0.2648177;0.4232234;-0.04401367;0.004682617;-0.01005005;-0.4227592
2;1;611;1122;1744.0789;0.7390494;0.4030254;0.2567731;0.4190713;-0.05565247;0.00541748;-0.01021728;-0.417408
2;1;611;1633;1739.7478;1.072762;0.4008886;0.2611634;0.4158225;-0.04488281;0.002073975;-0.01249176;-0.4137959
2;1;611;2144;1735.4075;1.406176;0.3992099;0.2525396;0.4139297;-0.0262207;-0.001739502;-0.008628845;-0.4117392
2;1;611;2655;1731.0533;1.739484;0.3974501;0.2563592;0.4121475;-0.0341803;0.001270752;-0.01073578;-0.4093478
2;1;611;3166;1726.6891;2.080364;0.3955809;0.2541449;0.4087991;-0.05304321;0.003612061;-0.01001678;-0.4073077
2;1;611;3677;1722.314;2.412474;0.3945651;0.2507;0.4078465;-0.04361206;0.004348144;-0.009096985;-0.4055017
2;1;1122;100;1737.9526;0.06773587;9.9E+037;0.2555484;0.421194;0.001685608;9.9E+037;-0.01040131;-0.4197825
2;1;1122;611;1723.7022;0.4142414;0.7306495;0.2500662;0.4194023;-0.03933105;-0.008294677;-0.007759094;-0.4170735
2;1;1122;1122;1729.4195;0.7374329;0.726614;0.2560962;0.4145159;-0.04949829;0.0009362792;-0.009949951;-0.4126422
2;1;1122;1633;1725.1284;1.073956;0.725549;0.2580386;0.4126041;-0.0537793;0.004146728;-0.01401337;-0.4107692
2;1;1122;2144;1720.8284;1.40488;0.7213625;0.2630418;0.4105221;-0.04274231;-0.0008691406;-0.01165558;-0.4073578
2;1;1122;2655;1716.5168;1.743027;0.7200372;0.2521884;0.4078777;-0.03491638;-0.002341309;-0.009214172;-0.4056187
2;1;1122;3166;1712.1878;2.078743;0.7178302;0.2519861;0.4074621;-0.04053528;-0.0006689453;-0.009381409;-0.4057024
2;1;1122;3677;1707.8433;2.414435;0.7143067;0.2514726;0.4069681;-0.02535095;-0.004682617;-0.009013367;-0.4049832
2;1;1633;100;1723.2738;0.06789644;9.9E+037;0.2515504;0.4172862;0.000227417;9.9E+037;-0.009983215;-0.4163713
2;1;1633;611;1712.0272;0.4163289;1.063045;0.2518666;0.4163421;-0.04073608;0.0008691406;-0.009983215;-0.414214
2;1;1633;1122;1714.7787;0.7383648;1.058632;0.2589153;0.4135886;-0.04729126;0.000736084;-0.01416382;-0.4122407
2;1;1633;1633;1710.5186;1.073071;1.053428;0.248871;0.4105816;-0.04709045;0.002541504;-0.01085297;-0.4079599
2;1;1633;2144;1706.2524;1.404009;1.048078;0.250686;0.4092056;-0.03538452;-0.005284424;-0.01195648;-0.4067056
2;1;1633;2655;1701.9714;1.743443;1.045992;0.262126;0.4073879;-0.03070251;-0.00180542;-0.00772583;-0.4051338
2;1;1633;3166;1697.6749;2.077411;1.040923;0.2522998;0.4077682;-0.05063538;0.01030151;-0.01137115;-0.405184
2;1;1633;3677;1693.378;2.414451;1.036033;0.2559571;0.4070462;-0.05558532;0.01397949;-0.01200684;-0.4046823
2;1;2144;100;1708.5475;0.06814268;9.9E+037;0.253645;0.4146018;0.0007357788;9.9E+037;-0.01317718;-0.4130435
2;1;2144;611;1700.3373;0.4170609;1.388688;0.2582259;0.4133273;-0.04006714;-0.001203613;-0.009866333;-0.4105017
2;1;2144;1122;1700.1376;0.7400154;1.383811;0.2569567;0.409896;-0.04648804;0.006488037;-0.01076935;-0.4082274
2;1;2144;1633;1695.9176;1.071386;1.374043;0.2568649;0.4087668;-0.05471557;0.02060181;-0.01056854;-0.4063377
2;1;2144;2144;1691.6857;1.406285;1.368183;0.2473329;0.4079556;-0.04782593;0.01525024;-0.00727417;-0.4047157
2;1;2144;2655;1687.4382;1.741193;1.36426;0.2499886;0.4071748;-0.02675598;-0.003277588;-0.0111203;-0.4049498
2;1;2144;3166;1683.1847;2.07946;1.359553;0.2591483;0.4063398;-0.02133789;-0.002073975;-0.009281006;-0.4039297
2;1;2144;3677;1678.9175;2.410712;1.349376;0.2577864;0.4043827;-0.03752502;0.007424316;-0.0117392;-0.4035284
2;1;2655;100;1693.8128;0.06779904;9.9E+037;0.2534933;0.4113478;-0.0001069946;9.9E+037;-0.01274261;-0.4094816
2;1;2655;611;1684.6431;0.4141898;1.714253;0.2518301;0.4087459;-0.04247497;-0.00635498;-0.007207336;-0.4072575
2;1;2655;1122;1685.4672;0.737168;1.710865;0.2591445;0.4078191;-0.04260864;-0.01846191;-0.01008362;-0.4057525
2;1;2655;1633;1681.2789;1.069702;1.694775;0.2549949;0.4076111;-0.04287598;-0.003612061;-0.01125427;-0.4053847
2;1;2655;2144;1677.0811;1.40661;1.691509;0.2579816;0.4077387;-0.0462207;0.004415283;-0.01020081;-0.4046321
2;1;2655;2655;1672.8685;1.742172;1.684117;0.2471429;0.4065077;-0.04073608;0.0006018066;-0.009548645;-0.4039799
2;1;2655;3166;1668.6513;2.077855;1.678724;0.2529491;0.4051586;-0.03953186;0.002541504;-0.01035126;-0.4033946
2;1;2655;3677;1664.4179;2.410514;1.663148;0.2488966;0.4039094;-0.04889648;0.006956787;-0.01284271;-0.4009866
2;1;3166;100;1679.0659;0.06804445;9.9E+037;0.2461863;0.4091797;0.00118396;9.9E+037;-0.01085297;-0.4062709
2;1;3166;611;1671.9459;0.4165859;2.051495;0.2512045;0.407801;-0.04354492;0.001137695;-0.008946533;-0.4049832
2;1;3166;1122;1670.8065;0.7391435;2.041728;0.2639981;0.407931;-0.04755859;-0.001939697;-0.01342804;-0.4055183
2;1;3166;1633;1666.6526;1.066771;2.030656;0.2510939;0.4072113;-0.04996643;0.0118396;-0.008060303;-0.4039131
2;1;3166;2144;1662.4959;1.407069;2.021765;0.2520624;0.4059635;-0.04769226;0.01130493;-0.0101004;-0.4039297
2;1;3166;2655;1658.3245;1.74284;2.015151;0.2535685;0.4049336;-0.03023437;-0.009096679;-0.01205688;-0.4027927
2;1;3166;3166;1654.1482;2.075052;2.00327;0.2453923;0.4014097;-0.01538452;-0.02006714;-0.008628845;-0.3984616
2;1;3166;3677;1649.953;2.412561;1.990463;0.2471916;0.3970164;-0.03458191;-0.002139892;-0.01202331;-0.3949832
2;1;3677;100;1664.3339;0.06819881;9.9E+037;0.2556335;0.408414;0.0003411255;9.9E+037;-0.01127075;-0.4058696
2;1;3677;611;1658.2473;0.4172469;2.386681;0.2449633;0.4065307;-0.04334472;0.0001342773;-0.007324524;-0.4043478
2;1;3677;1122;1656.135;0.7371825;2.368276;0.2492853;0.4070047;-0.03832763;-0.02381225;-0.008494873;-0.4041138
2;1;3677;1633;1652.0199;1.071561;2.36022;0.2575937;0.4063126;-0.03826111;-0.01491699;-0.009163818;-0.4041472
2;1;3677;2144;1647.9;1.406574;2.345361;0.2480068;0.4048568;-0.05210693;0.02053467;-0.007709045;-0.4032944
2;1;3677;2655;1643.7625;1.743896;2.338819;0.2501464;0.4017728;-0.05531799;0.02468262;-0.00864563;-0.4004515
2;1;3677;3166;1639.6175;2.070234;2.31963;0.249824;0.3969499;-0.03384643;0.001203613;-0.009682312;-0.394816
2;1;3677;3677;1635.4632;2.414983;2.312384;0.2485765;0.3934144;-0.02280945;-0.006153564;-0.01056854;-0.3923411
2;2;100;100;1649.3404;0.06758243;0.06728127;0.2508441;0.3931938;0.0003478394;0.01318396;-0.007357788;-0.3917056
2;2;100;611;1593.2758;0.4153895;0.08814704;0.2438727;0.3921947;-0.04508362;0.02996704;-0.008562012;-0.3885786
2;2;100;1122;1641.2106;0.7361838;0.08778203;0.2476937;0.3894456;-0.05137146;0.02969849;-0.01237457;-0.3879765
2;2;100;1633;1637.1275;1.071639;0.08732364;0.2476802;0.388232;-0.04086975;0.02876221;-0.01336121;-0.385786
2;2;100;2144;1633.0426;1.406001;0.08784297;0.2439413;0.38737;-0.03919739;0.02963257;-0.009230652;-0.3852174
2;2;100;2655;1628.9479;1.742596;0.08772105;0.253368;0.3869303;-0.03826111;0.02949829;-0.00819397;-0.384816
2;2;100;3166;1624.8424;2.073211;0.08750729;0.2492195;0.3860078;-0.02755859;0.02876221;-0.01260864;-0.384398
2;2;100;3677;1620.7258;2.417099;0.0873849;0.2469249;0.3860606;-0.0298999;0.02963257;-0.00931427;-0.3837959
2;2;611;100;1634.5871;0.06771414;0.3957033;0.2451632;0.3917634;0.001003357;0.01173242;-0.01133789;-0.3891138
2;2;611;611;1592.5019;0.4137891;0.4046023;0.2515218;0.3897358;-0.04321045;0.002808838;-0.01085297;-0.3869899
2;2;611;1122;1626.5283;0.7370265;0.4018952;0.2483403;0.3876829;-0.04501648;0.002943115;-0.01167236;-0.3851338
2;2;611;1633;1622.4898;1.070432;0.3997324;0.2412211;0.387056;-0.04066895;0.000267334;-0.01050171;-0.3849331
2;2;611;2144;1618.4395;1.406511;0.3984921;0.2475445;0.3864827;-0.0477594;0.004080811;-0.0112207;-0.3845485
2;2;611;2655;1614.3785;1.740378;0.3960946;0.2542061;0.386747;-0.05859558;0.005150146;-0.01140472;-0.3840301
2;2;611;3166;1610.312;2.076977;0.3953035;0.2402779;0.385429;-0.03759216;0.0006018066;-0.01015045;-0.3834448
2;2;611;3677;1606.2298;2.413629;0.3924914;0.2447215;0.3850183;-0.008896484;-0.005351563;-0.01028442;-0.3823411
2;2;1122;100;1619.8527;0.06779154;9.9E+037;0.2531632;0.388964;0.0004749146;9.9E+037;-0.008545226;-0.3864047
2;2;1122;611;1600.864;0.4161618;0.7288971;0.2472531;0.3876824;-0.04548523;0.005083008;-0.01178925;-0.3854347
2;2;1122;1122;1611.8757;0.7380641;0.7296088;0.2471314;0.3865615;-0.05103699;0.002808838;-0.01177246;-0.3856019
2;2;1122;1633;1607.876;1.070192;0.7241796;0.2365499;0.3867552;-0.03739136;-0.006555175;-0.006003418;-0.3846823
2;2;1122;2144;1603.8654;1.407451;0.7228631;0.2456518;0.3862122;-0.02856201;-0.008762207;-0.006906433;-0.3839131
2;2;1122;2655;1599.8358;1.736999;0.7175953;0.2422919;0.3853149;-0.03913025;-0.001070557;-0.009281006;-0.3834616
2;2;1122;3166;1595.8012;2.080291;0.7178787;0.2421593;0.3837205;-0.04976562;0.001872558;-0.008578491;-0.3821405
2;2;1122;3677;1591.7581;2.409572;0.7140557;0.2426787;0.3790942;-0.03652161;-0.0008691406;-0.008461609;-0.3777927
2;2;1633;100;1605.1155;0.06792914;9.9E+037;0.2475249;0.3875802;0.001625427;9.9E+037;-0.01095306;-0.3855685
2;2;1633;611;1591.1723;0.4127921;1.06228;0.2520631;0.3868888;-0.0421405;-0.002207031;-0.01021728;-0.3845151
2;2;1633;1122;1597.2076;0.7384518;1.05702;0.24704;0.3870003;-0.05070251;0.007960205;-0.008076782;-0.3841638
2;2;1633;1633;1593.238;1.071137;1.053179;0.2575457;0.3866043;-0.04882934;0.006086426;-0.008678894;-0.3839131
2;2;1633;2144;1589.2658;1.406021;1.049415;0.2449647;0.3849884;-0.04200684;0.002408447;-0.009197388;-0.3827927
2;2;1633;2655;1585.2838;1.7393;1.043057;0.2489792;0.3840995;-0.04381286;0.006555175;-0.008210754;-0.3818729
2;2;1633;3166;1581.2944;2.078691;1.042577;0.2431971;0.3790915;-0.04040161;0.005150146;-0.009414673;-0.3765384
2;2;1633;3677;1577.2923;2.410846;1.035235;0.2440866;0.3745544;-0.01946472;-0.002541504;-0.009281006;-0.3733278
2;2;2144;100;1590.4253;0.06796301;9.9E+037;0.2453085;0.3869852;0.0008562012;9.9E+037;-0.008929748;-0.3846321
2;2;2144;611;1576.4984;0.4150545;1.388906;0.2415592;0.3866324;-0.04341125;0.007960205;-0.01107025;-0.384281
2;2;2144;1122;1582.582;0.7379842;1.379463;0.2452642;0.3859228;-0.05110351;0.01150513;-0.006839599;-0.3835786
2;2;2144;1633;1578.6446;1.071297;1.375258;0.2344837;0.3842371;-0.04106995;0.003746338;-0.008979797;-0.3822575
2;2;2144;2144;1574.7052;1.403849;1.366238;0.2658803;0.3808962;-0.02595337;-0.004882813;-0.009715576;-0.3779599
2;2;2144;2655;1570.7554;1.741762;1.364555;0.2361176;0.3775665;-0.03511719;0.003544922;-0.008896179;-0.3745485
2;2;2144;3166;1566.8;2.076204;1.357677;0.2470129;0.3726516;-0.05819397;0.02120361;-0.01086945;-0.3705519
