range / 1;coarse / 1;gain / 1;tune;freq / Hz;Urms(P32) / V;Urms(P40) / V;Urms(P53) / V;Urms(P58) / V;Uavg(P32) / V;Uavg(P40) / V;Uavg(P53) / V;Uavg(P58) / V
0;0;100;100;113684.54;0.0671997;0.06696837;0.1102187;1.249306;0.001719055;0.003397949;0.01396316;1.249431
0;0;100;611;113315.02;0.4121954;0.100753;0.1153851;1.212682;-0.0436792;-0.05946533;0.01401337;1.213646
0;0;100;1122;113120.98;0.7517667;0.100753;0.1140674;1.176501;-0.04086975;-0.0563208;0.01530106;1.172726
0;0;100;1633;112837.91;1.09251;0.09968513;0.1138443;1.148795;-0.0402008;-0.05786011;0.0153511;1.149114
0;0;100;2144;112555.01;1.435386;0.1000602;0.1122691;1.129073;-0.03839478;-0.05598633;0.0141806;1.128762
0;0;100;2655;112269.85;1.776654;0.1005669;0.1149669;1.087972;-0.03859558;-0.05571899;0.01628769;1.089314
0;0;100;3166;111984.83;2.11775;0.1002739;0.1124403;1.051347;-0.03759216;-0.05652222;0.01337799;1.051037
0;0;100;3677;111698.46;2.457399;0.1004072;0.1149102;1.01089;-0.03491638;-0.05859497;0.01824417;1.013445
0;0;611;100;112788.54;0.06734726;0.4029541;0.1134456;1.140381;0.001685608;0.001979981;0.02207352;1.139783
0;0;611;611;112466.2;0.4120785;0.4124808;0.1141553;1.109127;-0.04903015;-0.07672241;0.01364548;1.109181
0;0;611;1122;112229.43;0.7513537;0.4104455;0.1135517;1.085708;-0.04106995;-0.07638793;0.01687286;1.085535
0;0;611;1633;111948.6;1.095245;0.4086031;0.1089736;1.042053;-0.03772583;-0.07819458;0.01469894;1.039231
0;0;611;2144;111667.91;1.432911;0.407915;0.1150687;1.017309;-0.03893005;-0.07725708;0.01439804;1.017492
0;0;611;2655;111385;1.773941;0.4059556;0.114626;0.988498;-0.04113708;-0.07899658;0.02167221;0.9871069
0;0;611;3166;111102.24;2.111374;0.4041921;0.1256555;0.9596117;-0.03565247;-0.07745849;0.01635452;0.963913
0;0;611;3677;110818.15;2.453395;0.4025138;0.1102475;0.9100077;-0.03525085;-0.07892944;0.01528427;0.9097827
0;0;1122;100;111892.67;0.0673405;9.9E+037;0.1137856;1.041464;0.001518372;9.9E+037;0.0159198;1.047926
0;0;1122;611;111501.59;0.4127467;0.7456056;0.1101519;1.009424;-0.04555176;-0.08441528;0.01546829;1.009415
0;0;1122;1122;111338.06;0.7512861;0.7404671;0.1142681;0.9889334;-0.04240784;-0.0786621;0.01775925;0.9886789
0;0;1122;1633;111059.52;1.091699;0.7388575;0.122264;0.9598272;-0.04301025;-0.08207397;0.01245819;0.9523077
0;0;1122;2144;110781.14;1.429183;0.7339088;0.1161406;0.934049;-0.04033447;-0.08234131;0.00806015;0.9270737
0;0;1122;2655;110500.48;1.767255;0.7310486;0.1066485;0.8896027;-0.03685608;-0.08133789;0.01777588;0.8891137
0;0;1122;3166;110219.98;2.108778;0.7272875;0.1063298;0.8657998;-0.03578613;-0.08354492;0.01794311;0.8685116
0;0;1122;3677;109938.19;2.444225;0.7235032;0.1066093;0.8282303;-0.03444824;-0.08434814;0.01901337;0.8286788
0;0;1633;100;4.9291527;0.1083781;1.045056;0.110679;0.9359955;0.06923096;-0.01846191;0.01737457;0.9356857
0;0;1633;611;110650.74;0.4114352;1.083937;0.1135929;0.8910782;-0.0460199;-0.08153808;0.01551834;0.8934784
0;0;1633;1122;110445.46;0.751489;1.075081;0.1088339;0.869499;-0.04040161;-0.08080322;0.01665558;0.8700836
0;0;1633;1633;110169.18;1.08735;1.069297;0.1089015;0.8448423;-0.04086975;-0.07986572;0.01404678;0.8455185
0;0;1633;2144;109893.05;1.427538;1.061106;0.104782;0.8277325;-0.04040161;-0.07498291;0.01948166;0.827291
0;0;1633;2655;109614.71;1.764256;1.05868;0.1040228;0.7724016;-0.03913025;-0.07745849;0.01670563;0.7737961
0;0;1633;3166;109336.52;2.101264;1.052386;0.1108631;0.7495519;-0.03304321;-0.07852783;0.01613708;0.7493478
0;0;1633;3677;109057.05;2.435289;1.044618;0.104959;0.7200929;-0.03605347;-0.07846192;0.01553513;0.7200668
0;0;2144;100;110101.11;0.06696957;9.9E+037;0.1049159;0.8664473;0.003311035;9.9E+037;0.01568558;0.8616388
0;0;2144;611;109771.57;0.409277;1.412256;0.1051405;0.8295951;-0.0456189;-0.07846192;0.01384613;0.8315719
0;0;2144;1122;109555.56;0.7472151;1.401952;0.1071913;0.7973922;-0.04334472;-0.07511719;0.01530106;0.7971069
0;0;2144;1633;109281.55;1.083868;1.393692;0.1166706;0.768325;-0.04040161;-0.07531738;0.01428101;0.7673913
0;0;2144;2144;109007.67;1.41919;1.383157;0.1082963;0.7492794;-0.04093628;-0.07157227;0.01612045;0.749097
0;0;2144;2655;108731.64;1.757309;1.373866;0.1002305;0.7125056;-0.03565247;-0.07344482;0.01787628;0.7147155
0;0;2144;3166;108455.75;2.090729;1.367365;0.1098235;0.6879274;-0.03444824;-0.07324462;0.01968231;0.6870401
0;0;2144;3677;108178.58;2.42623;1.358701;0.1043326;0.648692;-0.03277588;-0.07498291;0.01185623;0.6482943
0;0;2655;100;109202.39;0.06664718;9.9E+037;0.1083349;0.738611;0.0001672363;9.9E+037;0.009849548;0.7362543
0;0;2655;611;108895.13;0.4086097;1.738139;0.1023111;0.7095357;-0.04595337;-0.07852783;0.01454849;0.7090634
0;0;2655;1122;108661.44;0.7447259;1.726261;0.1008791;0.686242;-0.0406018;-0.07832763;0.01715714;0.6862039
0;0;2655;1633;108389.71;1.080191;1.714786;0.1036878;0.6435855;-0.04066895;-0.07966553;0.01436462;0.6427759
0;0;2655;2144;108118.11;1.414442;1.705752;0.1035636;0.6289145;-0.03705689;-0.08187256;0.01367889;0.628428
0;0;2655;2655;107844.38;1.751237;1.693249;0.1033891;0.5909083;-0.03237488;-0.07732422;0.01520065;0.5922574
0;0;2655;3166;107570.82;2.086035;1.683384;0.1085215;0.5690299;-0.03652161;-0.08053467;0.01178925;0.5683612
0;0;2655;3677;107295.99;2.418636;1.67394;0.1054676;0.532243;-0.03344482;-0.08026733;0.01717392;0.5284616
0;0;3166;100;108306.37;0.06678033;9.9E+037;0.1099133;0.6306738;0.00178595;9.9E+037;0.01847824;0.6304849
0;0;3166;611;108016.4;0.4072126;2.064857;0.1051007;0.6073229;-0.04595337;-0.08046875;0.01394653;0.6084113
0;0;3166;1122;107769.96;0.7422897;2.052504;0.1056038;0.5853819;-0.04314392;-0.08167236;0.01374588;0.5879767
0;0;3166;1633;107500.53;1.078651;2.042302;0.1072115;0.5490408;-0.04200684;-0.07846192;0.01428101;0.5512707
0;0;3166;2144;107231.21;1.409292;2.027683;0.1101033;0.5356277;-0.03665527;-0.07919677;0.01260864;0.5272073
0;0;3166;2655;106959.81;1.742358;2.015732;0.1199303;0.4901614;-0.03832763;-0.07725708;0.01717392;0.4897992
0;0;3166;3166;106688.52;2.076113;2.003025;0.1044863;0.4696505;-0.03618713;-0.07739136;0.01434784;0.4689297
0;0;3166;3677;106415.99;2.40905;1.993324;0.105999;0.4419242;-0.03605347;-0.08107056;0.02115387;0.4395486
0;0;3677;100;107408.78;0.06665842;9.9E+037;0.1057099;0.5108603;0.000548523;9.9E+037;0.01688965;0.5104181
0;0;3677;611;107087.04;0.4064299;2.392255;0.10768;0.4826127;-0.04755859;-0.0778601;0.01163879;0.4854849
0;0;3677;1122;106876.89;0.7380857;2.376839;0.1083565;0.4633198;-0.04280945;-0.07638793;0.0117392;0.4598495
0;0;3677;1633;106609.75;1.071491;2.361788;0.1047197;0.4328562;-0.03799316;-0.07832763;0.01595322;0.4286957
0;0;3677;2144;106342.74;1.405038;2.349044;0.1080505;0.4176359;-0.03725769;-0.07779296;0.01513382;0.4143814
0;0;3677;2655;106073.64;1.739774;2.334741;0.1072427;0.3709195;-0.03498352;-0.07525025;0.01548492;0.3703009
0;0;3677;3166;105804.67;2.072145;2.318988;0.1047564;0.3500096;-0.03264221;-0.07511719;0.01819397;0.3494147
0;0;3677;3677;105534.47;2.403734;2.308393;0.1060794;0.3228054;-0.0339801;-0.07551879;0.015;0.3201672
0;1;100;100;9.9674857;0.09629942;0.08129389;0.1147689;1.16983;-0.04528442;-0.009698486;0.01297653;1.169665
0;1;100;611;106096.32;0.4024673;0.1004072;0.1111509;1.145863;-0.04260864;-0.05866211;0.007257537;1.148462
0;1;100;1122;106026.09;0.7349543;0.1002472;0.1048681;1.127718;-0.04448181;-0.05879639;0.01488297;1.121672
0;1;100;1633;105760.89;1.068556;0.09981923;0.1046287;1.087326;-0.04187317;-0.05765869;0.01737457;1.086287
0;1;100;2144;105495.78;1.399434;0.09876834;0.1087678;1.053525;-0.04113708;-0.05765869;0.01312714;1.056371
0;1;100;2655;105228.69;1.732029;0.09979242;0.107635;1.025622;-0.03685608;-0.05832763;0.01438126;1.027291
0;1;100;3166;104961.69;2.065767;0.09920082;0.1073814;1.000018;-0.03966553;-0.05866211;0.0141806;0.9914047
0;1;100;3677;104693.44;2.396093;0.09944326;0.1165473;0.9686449;-0.03678955;-0.05846191;0.01416382;0.9683111
0;1;611;100;105657.87;0.06559999;0.3931946;0.1040083;1.05662;0.003117066;0.006742432;0.01020065;1.062659
0;1;611;611;105029.34;0.4023343;0.4026999;0.1060573;1.03001;-0.04729126;-0.07672241;0.01239136;1.029515
0;1;611;1122;105134.41;0.7340108;0.4018619;0.1097016;1.009216;-0.04033447;-0.0780603;0.01648834;1.009164
0;1;611;1633;104871.49;1.068;0.4003811;0.1062668;0.9758034;-0.04120422;-0.0780603;0.01916382;0.9770401
0;1;611;2144;104608.63;1.399325;0.3979882;0.1045199;0.9622888;-0.03832763;-0.0788623;0.01406357;0.9619564
0;1;611;2655;104343.82;1.731079;0.3967831;0.1098265;0.911157;-0.0359198;-0.07846192;0.0153511;0.9104514
0;1;611;3166;104079.08;2.064577;0.3957838;0.1046367;0.8892325;-0.03685608;-0.07752563;0.0179097;0.8889798
0;1;611;3677;103813.13;2.399732;0.393465;0.1144026;0.8524225;-0.03451477;-0.07879639;0.01337799;0.8551505
0;1;1122;100;104762.47;0.06577066;9.9E+037;0.1129433;0.9695766;0.001625427;9.9E+037;0.009247436;0.969816
0;1;1122;611;104443.21;0.4025338;0.7265108;0.1064037;0.9415411;-0.04374573;-0.08381225;0.01085281;0.9413043
0;1;1122;1122;104243.51;0.7347905;0.7223004;0.1024597;0.9100778;-0.04127075;-0.07973266;0.01663879;0.9093978
0;1;1122;1633;103982.86;1.066548;0.7212253;0.108923;0.8806536;-0.03953186;-0.08314331;0.01473251;0.8782107
0;1;1122;2144;103722.29;1.399681;0.7187651;0.1075137;0.8601454;-0.0359198;-0.08321045;0.0138295;0.8624917
0;1;1122;2655;103459.81;1.73449;0.7170471;0.1051627;0.8283994;-0.03618713;-0.08301025;0.01332779;0.8278763
0;1;1122;3166;103197.36;2.068997;0.7150367;0.110038;0.7956465;-0.03565247;-0.08301025;0.0138295;0.7948828
0;1;1122;3677;102933.73;2.404098;0.7121986;0.1111072;0.7627351;-0.03337768;-0.08327758;0.01916382;0.7617056
0;1;1633;100;103866.3;0.06609611;9.9E+037;0.1107635;0.8590544;0.0004213867;9.9E+037;0.01806015;0.8563544
0;1;1633;611;103473.31;0.4036621;1.06042;0.104246;0.8278885;-0.04461548;-0.08314331;0.01392975;0.8278427
0;1;1633;1122;103351.87;0.7344007;1.055181;0.1104899;0.7956788;-0.04347839;-0.07906372;0.0137793;0.795535
0;1;1633;1633;103093.5;1.071157;1.047988;0.1079189;0.7662317;-0.04294311;-0.08307739;0.0142308;0.7661874
0;1;1633;2144;102835.19;1.402335;1.046169;0.1108179;0.7493772;-0.03913025;-0.0761206;0.01322739;0.7489633
0;1;1633;2655;102575.01;1.738377;1.041928;0.117972;0.7189987;-0.03839478;-0.07859497;0.01289291;0.7197323
0;1;1633;3166;102314.89;2.072919;1.038654;0.1090657;0.690763;-0.03525085;-0.07846192;0.01454849;0.688562
0;1;1633;3677;102053.58;2.409645;1.034956;0.106824;0.6520579;-0.03498352;-0.07839477;0.0132608;0.6519901
0;1;2144;100;102972.69;0.06606777;9.9E+037;0.108969;0.7792154;0.001879578;9.9E+037;0.01399658;0.7744147
0;1;2144;611;102539.94;0.4031912;1.387551;0.1088815;0.7498733;-0.04515076;-0.07745849;0.01550171;0.7496155
0;1;2144;1122;102462.76;0.73638;1.381862;0.1108103;0.7296036;-0.04006714;-0.07732422;0.01128769;0.7296154
0;1;2144;1633;102206.68;1.072163;1.376473;0.1106578;0.7071416;-0.03986633;-0.07270874;0.01784286;0.7082108
0;1;2144;2144;101950.63;1.406028;1.369106;0.1141875;0.6868758;-0.03913025;-0.07491699;0.01337799;0.6861706
0;1;2144;2655;101692.74;1.74194;1.363101;0.1066642;0.6409162;-0.03491638;-0.07585327;0.01806015;0.6416556
0;1;2144;3166;101434.93;2.080986;1.35937;0.1072973;0.6172536;-0.03270874;-0.07571899;0.01531769;0.6162375
0;1;2144;3677;101175.93;2.420144;1.354887;0.1117226;0.5893154;-0.03384643;-0.07525025;0.01085281;0.5889633
0;1;2655;100;102075.26;0.06629013;9.9E+037;0.1051516;0.652917;0.004354492;9.9E+037;0.01511703;0.6527426
0;1;2655;611;101723.79;0.4053488;1.72148;0.1085862;0.6295977;-0.04615356;-0.08033447;0.01311035;0.6291305
0;1;2655;1122;101569.92;0.7394837;1.713937;0.1105762;0.6093853;-0.04086975;-0.08307739;0.01474915;0.6077091
0;1;2655;1633;101316.14;1.075151;1.708278;0.1093076;0.5816506;-0.04066895;-0.08334473;0.01260864;0.5803177
0;1;2655;2144;101062.39;1.415019;1.698834;0.1081449;0.5682647;-0.03725769;-0.08207397;0.01546829;0.5683112
0;1;2655;2655;100806.8;1.75184;1.695697;0.1098524;0.5211994;-0.03578613;-0.07846192;0.0199498;0.520234
0;1;2655;3166;100551.22;2.090073;1.688787;0.1115743;0.4928913;-0.03290955;-0.08260864;0.01488297;0.4965552
0;1;2655;3677;100294.54;2.430963;1.682977;0.1125443;0.4696725;-0.03257507;-0.08080322;0.01102005;0.4691806
0;1;3166;100;101180.25;0.06644655;9.9E+037;0.1089291;0.5688335;-0.0000869751;9.9E+037;0.002759247;0.5684448
0;1;3166;611;100741.03;0.407114;2.062125;0.1108662;0.5304601;-0.04555176;-0.08347778;0.013311;0.536756
0;1;3166;1122;100679.4;0.7431219;2.055513;0.1071538;0.5058481;-0.04314392;-0.08247437;0.01469894;0.5015888
0;1;3166;1633;100427.86;1.079965;2.047656;0.1093795;0.4759275;-0.04227417;-0.08220703;0.01533447;0.4747323
0;1;3166;2144;100176.37;1.417736;2.040401;0.1087355;0.4688711;-0.03939819;-0.08374634;0.01511703;0.4609366
0;1;3166;2655;99923.068;1.757776;2.032538;0.1067583;0.4297432;-0.03685608;-0.08294311;0.0151004;0.4309198
0;1;3166;3166;99669.797;2.099233;2.02424;0.1100547;0.3996478;-0.03371216;-0.08053467;0.01493317;0.3973913
0;1;3166;3677;99415.411;2.442176;2.019281;0.1148854;0.3698639;-0.0298999;-0.08140503;0.01710709;0.3691806
0;1;3677;100;100283.97;0.06678715;9.9E+037;0.1070008;0.4427502;-0.0000869751;9.9E+037;0.01897995;0.4455685
0;1;3677;611;100006.02;0.4089108;2.407458;0.1064571;0.4085655;-0.04454834;-0.08006714;0.01464889;0.4119733
0;1;3677;1122;99787.657;0.7452072;2.399358;0.1088308;0.382257;-0.04160522;-0.084281;0.01484955;0.382525
0;1;3677;1633;99538.38;1.08286;2.389139;0.1057115;0.3508466;-0.03986633;-0.08073609;0.015;0.3517224
0;1;3677;2144;99289.164;1.425663;2.379781;0.1061897;0.3457559;-0.03585266;-0.08260864;0.007341156;0.3420068
0;1;3677;2655;99038.186;1.763083;2.372982;0.1219847;0.3105734;-0.03852844;-0.0802002;0.01264221;0.309097
0;1;3677;3166;98787.221;2.108883;2.361323;0.1129196;0.2884186;-0.03384643;-0.07966553;0.01481598;0.2884113
0;1;3677;3677;98535.156;2.451552;2.351113;0.119788;0.2531567;-0.0322406;-0.07745849;0.01725754;0.2523746
0;2;100;100;99418.073;0.06682238;0.06610057;0.1118767;1.085962;0.001003357;0.006100342;0.011689;1.085569
0;2;100;611;98609.1;0.4085442;0.1010977;0.1087924;1.0467;-0.04394653;-0.0597998;0.01075256;1.045585
0;2;100;1122;98925.736;0.7463946;0.1008061;0.1134205;1.024237;-0.04441467;-0.0582605;0.008996582;1.023629
0;2;100;1633;98678.471;1.08769;0.09987283;0.1116582;0.9913031;-0.04354492;-0.05939819;0.01441467;0.9896487
0;2;100;2144;98431.232;1.429349;0.1005669;0.1096955;0.9772251;-0.03484924;-0.05658813;0.01700668;0.9768396
0;2;100;2655;98182.309;1.771042;0.1011241;0.1106155;0.9413477;-0.03444824;-0.0597998;0.01361206;0.9410366
0;2;100;3166;97933.342;2.110971;0.1013884;0.1117106;0.909804;-0.03652161;-0.05959839;0.01217392;0.9096319
0;2;100;3677;97683.318;2.454811;0.1000067;0.1113598;0.8781413;-0.03311035;-0.05832763;0.0117392;0.8788126
0;2;611;100;98522.87;0.06708733;0.4009847;0.1062243;0.9689572;0.0004347534;0.004796021;0.01471573;0.9687625
0;2;611;611;97492.147;0.4090874;0.4107388;0.1068021;0.9410207;-0.0460199;-0.07759155;0.009665527;0.9409698
0;2;611;1122;98035.031;0.7504166;0.4101912;0.106716;0.910302;-0.04501648;-0.07913086;0.01620407;0.9093478
0;2;611;1633;97790.051;1.090912;0.4092051;0.1086971;0.8821771;-0.03933105;-0.07859497;0.01456528;0.8827258
0;2;611;2144;97545.105;1.431637;0.4079281;0.1058743;0.8682331;-0.03893005;-0.07993286;0.01605347;0.8677927
0;2;611;2655;97298.456;1.774101;0.40587;0.1137694;0.8323134;-0.03959839;-0.07919677;0.01677261;0.828913
0;2;611;3166;97051.793;2.118581;0.4047411;0.1093092;0.7959761;-0.03311035;-0.0797998;0.01610367;0.8006186
0;2;611;3677;96804.065;2.460922;0.403251;0.1078848;0.7694504;-0.03130432;-0.07859497;0.0141304;0.7691973
0;2;1122;100;97628.511;0.06746237;9.9E+037;0.1085477;0.8699075;0.0006220703;9.9E+037;0.01399658;0.869281
0;2;1122;611;97045.074;0.4109211;0.7437013;0.1064398;0.848761;-0.04515076;-0.084281;0.01150497;0.848562
0;2;1122;1122;97145.219;0.7545518;0.7400551;0.1099285;0.8274757;-0.04093628;-0.08234131;0.01637131;0.8273245
0;2;1122;1633;96902.516;1.094177;0.7384337;0.1129699;0.7878731;-0.03953186;-0.08294311;0.01329437;0.7887293
0;2;1122;2144;96659.823;1.433762;0.7367505;0.1156037;0.7695634;-0.04160522;-0.08260864;0.01765884;0.7691973
0;2;1122;2655;96415.455;1.776183;0.7346484;0.1132553;0.7389552;-0.03839478;-0.08321045;0.01451507;0.7347323
0;2;1122;3166;96171.049;2.120687;0.7317765;0.1056038;0.7134724;-0.03732422;-0.08301025;0.02038467;0.7121237
0;2;1122;3677;95925.63;2.46165;0.7276075;0.111763;0.6864106;-0.03070251;-0.08628784;0.01712372;0.6861203
0;2;1633;100;96733.516;0.06752857;9.9E+037;0.1091545;0.7561806;0.0007224121;9.9E+037;0.009665527;0.7525753
0;2;1633;611;96306.33;0.4121694;1.085878;0.112675;0.7292379;-0.04789307;-0.08541748;0.01277588;0.7290634
0;2;1633;1122;96254.712;0.7536896;1.080753;0.1139779;0.7093697;-0.04314392;-0.08147217;0.01530106;0.7087457
0;2;1633;1633;96014.283;1.093631;1.07466;0.1133069;0.6856654;-0.04026733;-0.07959839;0.01006683;0.6858362
0;2;1633;2144;95773.862;1.434786;1.069932;0.1095292;0.6519984;-0.03913025;-0.07792602;0.01570236;0.6520569
0;2;1633;2655;95531.793;1.776272;1.064778;0.1080505;0.628677;-0.03939819;-0.08247437;0.008227387;0.6288797
0;2;1633;3166;95289.672;2.118454;1.061731;0.1185644;0.6042915;-0.03545166;-0.08321045;0.01046829;0.6053845
0;2;1633;3677;95046.55;2.459108;1.055004;0.1141319;0.5734659;-0.03331115;-0.08113769;0.0121405;0.5766556
0;2;2144;100;95840.853;0.06764021;9.9E+037;0.1116283;0.6896177;0.002608704;9.9E+037;0.01553513;0.6892306
0;2;2144;611;95505.934;0.4131161;1.418796;0.1118393;0.6519582;-0.04575256;-0.08080322;0.008963165;0.651622
0;2;2144;1122;95366.562;0.7522755;1.410935;0.1123837;0.6325731;-0.04280945;-0.07919677;0.01804352;0.6293142
0;2;2144;1633;95128.39;1.092508;1.403682;0.1111599;0.6090128;-0.04066895;-0.07678955;0.01779266;0.6086456
0;2;2144;2144;94890.218;1.432386;1.393875;0.1122125;0.5915311;-0.04133789;-0.07605346;0.01239136;0.5892978
0;2;2144;2655;94650.422;1.772443;1.386897;0.1093795;0.5685197;-0.03585266;-0.07565185;0.01571899;0.5683276
0;2;2144;3166;94410.602;2.113976;1.379527;0.1138811;0.5423083;-0.0339801;-0.07558472;0.01364548;0.54199
0;2;2144;3677;94169.751;2.452787;1.374372;0.113665;0.500102;-0.03050171;-0.07725708;0.01474915;0.4998663
0;2;2655;100;94944.752;0.06745721;9.9E+037;0.1109039;0.5697303;0.0007692261;9.9E+037;0.01458191;0.5685117
0;2;2655;611;94432.106;0.4127856;1.751839;0.1108556;0.5421378;-0.04488281;-0.08488281;0.01026749;0.5421069
0;2;2655;1122;94475.001;0.7511115;1.741153;0.1140278;0.5103815;-0.0425415;-0.08488281;0.01536789;0.5099832
0;2;2655;1633;94239.125;1.090993;1.732187;0.1149916;0.4891211;-0.03959839;-0.08515014;0.01715714;0.4887961
0;2;2655;2144;94003.248;1.428381;1.72183;0.1128203;0.4698904;-0.03732422;-0.08461548;0.01193985;0.4692978
0;2;2655;2655;93765.762;1.768528;1.710952;0.1158796;0.4490063;-0.03431457;-0.0838794;0.013311;0.4476422
0;2;2655;3166;93528.203;2.107576;1.702899;0.1093122;0.4268454;-0.03545166;-0.08421387;0.01222412;0.4244147
0;2;2655;3677;93289.661;2.444375;1.691358;0.1104566;0.3794147;-0.03143799;-0.08548462;0.01115387;0.3819064
0;2;3166;100;94050.875;0.06753214;9.9E+037;0.1093199;0.4685493;0.0005551758;9.9E+037;0.01277588;0.4681939
0;2;3166;611;93704.468;0.4110188;2.086301;0.1092847;0.4444432;-0.04414734;-0.08581909;0.008394622;0.4401337
0;2;3166;1122;93585.635;0.750356;2.073171;0.1109415;0.422139;-0.04374573;-0.08575195;0.01414719;0.4214715
0;2;3166;1633;93352.037;1.087963;2.060821;0.1094727;0.3905091;-0.03899658;-0.08722412;0.01257523;0.384465
0;2;3166;2144;93118.387;1.424598;2.048338;0.1108677;0.3701613;-0.03645508;-0.08488281;0.01652176;0.3692978
0;2;3166;2655;92883.17;1.761492;2.034735;0.1121141;0.3487181;-0.0361206;-0.08608642;0.01066895;0.347341
0;2;3166;3166;92647.906;2.097813;2.025223;0.1066548;0.328297;-0.03137146;-0.0836792;0.01518402;0.3270901
0;2;3166;3677;92411.665;2.43305;2.013182;0.1135855;0.2990861;-0.03016724;-0.08454834;0.01439804;0.2979767
0;2;3677;100;93155.881;0.06742825;9.9E+037;0.1104218;0.3484116;0.002909729;9.9E+037;0.01458191;0.3430099
0;2;3677;611;92848.719;0.4095384;2.413502;0.109723;0.32053;-0.04702331;-0.08374634;0.01396316;0.3186621
0;2;3677;1122;92695.159;0.7467889;2.398258;0.1124462;0.3039077;-0.04006714;-0.08334473;0.01429764;0.30505
0;2;3677;1633;92463.843;1.083399;2.383532;0.1153851;0.2717564;-0.03819397;-0.08381225;0.01088623;0.2705517
0;2;3677;2144;92232.447;1.418013;2.37096;0.1131489;0.2527997;-0.03852844;-0.08501709;0.0117392;0.2519397
0;2;3677;2655;91999.499;1.754517;2.353406;0.1094911;0.229422;-0.03812683;-0.08321045;0.01068558;0.2286456
0;2;3677;3166;91766.513;2.086612;2.340781;0.1289149;0.2098574;-0.03076904;-0.08635498;0.01163879;0.2086789
0;2;3677;3677;91532.59;2.424228;2.323761;0.1163535;0.181402;-0.0322406;-0.084281;0.01653839;0.1800168
0;3;100;100;92291.964;0.06634702;0.0659133;0.1183075;1.009147;0.001250855;0.007692261;0.01205688;1.009047
0;3;100;611;90618.749;0.4073111;0.09995316;0.11314;0.9803988;-0.04341125;-0.05906372;0.009698944;0.9801171
0;3;100;1122;91835.178;0.7416262;0.09989961;0.1150193;0.9647385;-0.04374573;-0.05685669;0.009464874;0.9661539
0;3;100;1633;91605.823;1.075855;0.09920082;0.1135649;0.9206187;-0.04187317;-0.05598633;0.01369568;0.924147
0;3;100;2144;91376.436;1.40914;0.09971196;0.1135723;0.9048488;-0.03665527;-0.05852783;0.0153511;0.9022909
0;3;100;2655;91145.534;1.742428;0.1001136;0.1127759;0.8741856;-0.03638794;-0.05846191;0.01148834;0.8716052
0;3;100;3166;90914.551;2.07947;0.09955083;0.1110681;0.8526397;-0.03625427;-0.05832763;0.0132608;0.8497659
0;3;100;3677;90682.641;2.410209;0.09914686;0.1128025;0.8273069;-0.03103699;-0.05859497;0.01513382;0.8269397
0;3;611;100;91397.876;0.06616772;0.3960219;0.1145414;0.8897812;0.001585266;0.004441529;0.0132608;0.889465
0;3;611;611;90437.945;0.4043906;0.4051375;0.1101929;0.8689035;-0.04615356;-0.07846192;0.01255859;0.8688797
0;3;611;1122;90945.628;0.73748;0.4032709;0.1129137;0.8490285;-0.0421405;-0.07839477;0.01215713;0.8487961
0;3;611;1633;90718.499;1.07327;0.4011288;0.110076;0.8261324;-0.0419397;-0.0788623;0.009531708;0.8260034
0;3;611;2144;90491.355;1.404326;0.399498;0.1037862;0.7956075;-0.03812683;-0.08;0.01705688;0.7953345
0;3;611;2655;90262.738;1.735403;0.3980151;0.103368;0.7686;-0.0363208;-0.08113769;0.01265884;0.7667392
0;3;611;3166;90034.034;2.07084;0.3956215;0.1034731;0.748696;-0.03290955;-0.07752563;0.01448166;0.7481439
0;3;611;3677;89804.406;2.40045;0.3934242;0.1012547;0.7182157;-0.03090271;-0.08314331;0.01555191;0.7185284
0;3;1122;100;4.9777824;0.1088953;0.7198365;0.1143251;0.7954702;0.0718396;-0.005751953;0.01648834;0.7952008
0;3;1122;611;89956.852;0.4033903;0.7278171;0.1013653;0.7695366;-0.04755859;-0.08394653;0.01399658;0.7692474
0;3;1122;1122;90056.764;0.7335952;0.7252133;0.1012761;0.7496576;-0.03973266;-0.0844812;0.01632111;0.7493478
0;3;1122;1633;89831.888;1.066824;0.7220187;0.1067645;0.7289425;-0.03792664;-0.08307739;0.01829437;0.7289129
0;3;1122;2144;89607.008;1.39808;0.7186162;0.1073456;0.7096784;-0.03491638;-0.08120361;0.0151004;0.7093979
0;3;1122;2655;89380.671;1.730102;0.7156053;0.09867686;0.686452;-0.03893005;-0.08187256;0.01260864;0.685535
0;3;1122;3166;89154.225;2.06141;0.7117926;0.1061881;0.6515464;-0.03324402;-0.08341186;0.0100502;0.6512039
0;3;1122;3677;88926.911;2.394119;0.70836;0.1014081;0.6242646;-0.02943115;-0.08314331;0.01225754;0.6198663
0;3;1633;100;89610.655;0.06599119;9.9E+037;0.1025804;0.6878243;0.0007090454;9.9E+037;0.01277588;0.6890301
0;3;1633;611;89271.198;0.4017087;1.058035;0.1048298;0.652147;-0.04227417;-0.08247437;0.01648834;0.6519901
0;3;1633;1122;89167.378;0.7327996;1.051137;0.1061362;0.6301592;-0.04080261;-0.0782605;0.01230774;0.6297156
0;3;1633;1633;88944.788;1.063903;1.044126;0.1025918;0.6095617;-0.04066895;-0.08046875;0.01227432;0.6095318
0;3;1633;2144;88722.134;1.396887;1.039696;0.1030862;0.5993285;-0.03458191;-0.07899658;0.01292648;0.5962875
